probe,skewness,abs_skewness
cg15804426,-7.067477204331874,7.067477204331874
cg04945634,-7.063390771009649,7.063390771009649
cg08309106,-7.061247173837178,7.061247173837178
cg26146585,7.055085044216012,7.055085044216012
cg03419136,-7.035171735133528,7.035171735133528
cg04981166,-7.027052022762983,7.027052022762983
cg01881442,-7.020453278839844,7.020453278839844
cg01423695,-7.011625365439179,7.011625365439179
cg15693248,-6.9707600651714525,6.9707600651714525
cg26473478,6.957810839229561,6.957810839229561
cg16681597,6.956424045032897,6.956424045032897
cg12426234,6.952377098816036,6.952377098816036
cg08677375,6.948193403881457,6.948193403881457
cg19830739,-6.94560409264656,6.94560409264656
cg01003959,6.872244855873994,6.872244855873994
cg21481321,-6.872065357689916,6.872065357689916
cg05617039,6.857755330070657,6.857755330070657
cg17513219,6.854908838162066,6.854908838162066
cg01948148,6.826889410421105,6.826889410421105
cg03560660,6.803748881628617,6.803748881628617
cg06685177,6.802043303475772,6.802043303475772
cg15448599,-6.7983579554816345,6.7983579554816345
cg24591563,6.794751244842395,6.794751244842395
cg08490663,6.792141985274331,6.792141985274331
cg14420117,6.787201384771836,6.787201384771836
cg16204524,-6.754733474781479,6.754733474781479
cg09616463,6.74274887388372,6.74274887388372
cg05332077,6.740207597553846,6.740207597553846
cg10189593,-6.707063587158958,6.707063587158958
cg14015211,-6.6747110814117985,6.6747110814117985
cg04113895,6.673055273707214,6.673055273707214
cg26853057,-6.667545215340834,6.667545215340834
cg02931467,-6.654443778315658,6.654443778315658
cg09887007,6.638057457635891,6.638057457635891
cg00490648,-6.634557947329349,6.634557947329349
cg15779785,-6.625063777404908,6.625063777404908
cg04516083,6.588811587593621,6.588811587593621
cg00391741,-6.550717526333901,6.550717526333901
cg03625662,-6.517009861967637,6.517009861967637
cg12970512,-6.508549552764505,6.508549552764505
cg18306502,-6.490491022183802,6.490491022183802
cg21200841,6.481899340365937,6.481899340365937
cg10110652,-6.460096985511526,6.460096985511526
cg22621063,-6.430792088888394,6.430792088888394
cg23026246,6.430453789056853,6.430453789056853
cg16619557,-6.407365896030815,6.407365896030815
cg14775215,-6.395165672357395,6.395165672357395
cg22828707,-6.390903028907094,6.390903028907094
cg19058262,-6.385389937355443,6.385389937355443
cg02511156,6.384377832325157,6.384377832325157
cg10155891,-6.376903803817118,6.376903803817118
cg06649691,6.37594954111694,6.37594954111694
cg12748607,6.371177652938666,6.371177652938666
cg02041593,-6.345869254249948,6.345869254249948
cg10603826,6.331062317120437,6.331062317120437
cg06099446,-6.294156327088367,6.294156327088367
cg10441365,6.2901855862830605,6.2901855862830605
cg07255925,-6.281237086750785,6.281237086750785
cg10355212,6.256689813188264,6.256689813188264
cg24659171,-6.23790663684078,6.23790663684078
cg12745145,-6.237739461075388,6.237739461075388
cg08574346,6.219965016811446,6.219965016811446
cg08432846,6.208436279094379,6.208436279094379
cg02004165,-6.205344217035328,6.205344217035328
cg05853632,6.201808423441425,6.201808423441425
cg09935736,6.196933354839011,6.196933354839011
cg01980361,-6.164047811448006,6.164047811448006
cg16925697,6.142310825229799,6.142310825229799
cg17324121,-6.136660108297685,6.136660108297685
cg03678357,-6.135569087994623,6.135569087994623
cg06697929,-6.134272618864368,6.134272618864368
cg07941529,-6.123915033878291,6.123915033878291
cg15037541,-6.114531639587538,6.114531639587538
cg07585502,-6.1066631325334875,6.1066631325334875
cg11894951,6.082643082911676,6.082643082911676
cg05916264,-6.066871834287822,6.066871834287822
cg03305624,-6.050629702941547,6.050629702941547
cg11182931,6.048881447561207,6.048881447561207
cg13563903,6.029106451268608,6.029106451268608
cg22368262,6.012044291652607,6.012044291652607
cg19720058,-6.003586864136418,6.003586864136418
cg10358197,-5.989906875050046,5.989906875050046
cg24538089,5.987747443431085,5.987747443431085
cg22236894,5.983407649646682,5.983407649646682
cg10075906,-5.974644382206337,5.974644382206337
cg16588649,-5.974417810260551,5.974417810260551
cg14984878,-5.973795485346836,5.973795485346836
cg05936895,5.965822433158591,5.965822433158591
cg07414574,-5.9523437565608726,5.9523437565608726
cg09949949,5.946690553641472,5.946690553641472
cg00700638,-5.945138861717076,5.945138861717076
cg18157522,-5.9327968900303505,5.9327968900303505
cg25513732,-5.9266455082793055,5.9266455082793055
cg20720059,5.921745647964245,5.921745647964245
cg09557766,-5.919616361306077,5.919616361306077
cg04162383,-5.912983360980238,5.912983360980238
cg11411968,-5.885235244225434,5.885235244225434
cg06858562,-5.882130098580634,5.882130098580634
cg27052685,-5.876804926382333,5.876804926382333
cg05815374,-5.876002093226222,5.876002093226222
cg04222027,5.873467638854793,5.873467638854793
cg03929575,-5.86904367353197,5.86904367353197
cg21190804,-5.868538973899304,5.868538973899304
cg02006288,5.858643412210945,5.858643412210945
cg09275655,5.8551135228089715,5.8551135228089715
cg23895846,-5.839923834668627,5.839923834668627
cg21766188,-5.838163306090079,5.838163306090079
cg23516852,5.8349845646235154,5.8349845646235154
cg07843733,-5.816373270799893,5.816373270799893
cg03629447,5.802036193815563,5.802036193815563
cg03335136,-5.798388715473592,5.798388715473592
cg01329394,-5.781713626232921,5.781713626232921
cg13136242,5.774074397931644,5.774074397931644
cg26463699,-5.76751268024647,5.76751268024647
cg15658487,5.756788200052038,5.756788200052038
cg00576279,5.755732356146339,5.755732356146339
cg03625627,5.739693508992052,5.739693508992052
cg16625916,-5.732551971890145,5.732551971890145
cg01619825,-5.73053960017821,5.73053960017821
cg15818905,-5.7267330823106235,5.7267330823106235
cg00957223,-5.712835546373954,5.712835546373954
cg13708497,5.705923760373874,5.705923760373874
cg16200116,-5.701973258316326,5.701973258316326
cg20987369,-5.692459079301047,5.692459079301047
cg18845298,-5.689021473249883,5.689021473249883
cg21174506,5.676378484934957,5.676378484934957
cg02796905,5.667093466967992,5.667093466967992
cg02393447,5.665564587353608,5.665564587353608
cg21563597,5.664687853778027,5.664687853778027
cg07094194,-5.647917752184848,5.647917752184848
cg02542951,-5.642112488939593,5.642112488939593
cg11265041,-5.640158307789062,5.640158307789062
cg24528602,-5.640040727908409,5.640040727908409
cg23354307,-5.628709397366479,5.628709397366479
cg22340762,-5.620617473951141,5.620617473951141
cg02329599,5.595631491330849,5.595631491330849
cg00755753,5.590736762811131,5.590736762811131
cg11595155,5.587138439884368,5.587138439884368
cg25118574,5.56685773925306,5.56685773925306
cg15915835,-5.563183678945036,5.563183678945036
cg05366475,-5.560896630755207,5.560896630755207
cg19224793,-5.54977557606977,5.54977557606977
cg15702838,-5.541905210828341,5.541905210828341
cg15642772,-5.520162481758072,5.520162481758072
cg05676541,5.515016814792816,5.515016814792816
cg15056803,-5.5124273518836295,5.5124273518836295
cg08899593,-5.508090683466017,5.508090683466017
cg20494424,-5.505797303738355,5.505797303738355
cg25152136,5.503155058770687,5.503155058770687
cg10872057,-5.491360273367944,5.491360273367944
cg17258703,-5.477344421051252,5.477344421051252
cg23060747,-5.475054819634243,5.475054819634243
cg23693200,5.47065979886315,5.47065979886315
cg02857643,-5.469478899095266,5.469478899095266
cg09010802,-5.440209911593946,5.440209911593946
cg18459449,-5.431079657058998,5.431079657058998
cg23048698,-5.43056396014676,5.43056396014676
cg03367643,-5.423490591993059,5.423490591993059
cg06094203,-5.421886701706778,5.421886701706778
cg18531204,-5.421289674263101,5.421289674263101
cg16814861,-5.420799909219456,5.420799909219456
cg16509658,5.417450800998195,5.417450800998195
cg10218558,5.404257737222743,5.404257737222743
cg10861897,-5.402217470203877,5.402217470203877
cg25527618,5.395109498046876,5.395109498046876
cg23532980,-5.393497672521063,5.393497672521063
cg09111258,5.3902142796906425,5.3902142796906425
cg20820996,-5.386907602589551,5.386907602589551
cg10895886,-5.384334060921581,5.384334060921581
cg26303934,5.380366247262549,5.380366247262549
cg00886824,-5.361540504568851,5.361540504568851
cg26912890,5.357473626322289,5.357473626322289
cg06698293,5.337131523529422,5.337131523529422
cg21909206,-5.335868491478751,5.335868491478751
cg15651204,-5.330364321272948,5.330364321272948
cg15562022,-5.324210444920773,5.324210444920773
cg25233685,5.30959385797186,5.30959385797186
cg10624583,5.3094242653318995,5.3094242653318995
cg17514654,5.309041520285348,5.309041520285348
cg00077898,-5.305864782270187,5.305864782270187
cg15364509,-5.303569212815747,5.303569212815747
cg08219438,5.30036506602665,5.30036506602665
cg07673241,-5.2950720095854145,5.2950720095854145
cg00763889,-5.290644072150579,5.290644072150579
cg19486070,-5.285948614215747,5.285948614215747
cg18607529,5.2789047474609765,5.2789047474609765
cg01186310,-5.278634654758174,5.278634654758174
cg02794244,5.278607433026398,5.278607433026398
cg22739440,-5.277128417893079,5.277128417893079
cg10948630,-5.268832904227271,5.268832904227271
cg21557914,5.267653379396647,5.267653379396647
cg25156463,-5.264619562498193,5.264619562498193
cg26341935,5.256453566490619,5.256453566490619
cg18813650,-5.254035036686007,5.254035036686007
cg11088968,-5.240026659162573,5.240026659162573
cg01912119,-5.224413347648029,5.224413347648029
cg16343503,-5.2225333147367525,5.2225333147367525
cg00879206,5.211731421785992,5.211731421785992
cg21013983,-5.20973806981797,5.20973806981797
cg22706424,5.204450477552662,5.204450477552662
cg16233210,-5.204345485895053,5.204345485895053
cg01017355,5.202611035887541,5.202611035887541
cg04685743,5.202093321098089,5.202093321098089
cg24979179,-5.1926689782418665,5.1926689782418665
cg03058733,-5.1884500670909315,5.1884500670909315
cg06095695,5.1865144966497425,5.1865144966497425
cg24910410,5.1828955987306236,5.1828955987306236
cg08718097,5.167253760949337,5.167253760949337
cg01897562,5.165962048124969,5.165962048124969
cg05582311,5.156309988513891,5.156309988513891
cg13380319,-5.144222598176382,5.144222598176382
cg12799862,-5.143186846219196,5.143186846219196
cg25649000,5.13581196369745,5.13581196369745
cg09489445,5.135701177059216,5.135701177059216
cg10579986,-5.131543041485176,5.131543041485176
cg18815779,5.131034371266758,5.131034371266758
cg09811317,5.130433756448576,5.130433756448576
cg11140838,-5.129694501381879,5.129694501381879
cg03654166,-5.1273255828460504,5.1273255828460504
cg23533926,-5.124664078827688,5.124664078827688
cg13842237,5.124338922265572,5.124338922265572
cg06030649,5.101091759514062,5.101091759514062
cg18391955,-5.095411294264312,5.095411294264312
cg24555656,5.094008140760663,5.094008140760663
cg17667773,-5.079738469095669,5.079738469095669
cg07208333,5.078264062269998,5.078264062269998
cg26818159,5.055087668301125,5.055087668301125
cg26678012,5.04385717247486,5.04385717247486
cg21740826,-5.0350706692715574,5.0350706692715574
cg16321266,-5.034669446077165,5.034669446077165
cg24024903,5.029388148682271,5.029388148682271
cg13609053,-5.019932197782074,5.019932197782074
cg25920857,-5.01414453895703,5.01414453895703
cg03920233,5.009033919124239,5.009033919124239
cg06597541,-5.007130003411518,5.007130003411518
cg06109624,-5.0042950484751385,5.0042950484751385
cg04312965,-4.986178286841301,4.986178286841301
cg10599900,4.985304809420659,4.985304809420659
cg09344629,-4.980461556806131,4.980461556806131
cg12287154,4.975993450896251,4.975993450896251
cg00753714,-4.947940106984688,4.947940106984688
cg07969602,-4.943094587730696,4.943094587730696
cg10028884,4.936125019536723,4.936125019536723
cg22376204,-4.927855663521853,4.927855663521853
cg08738300,4.926810695124987,4.926810695124987
cg21528944,-4.923608704196168,4.923608704196168
cg18299670,-4.923466049572544,4.923466049572544
cg05161004,-4.902595370488582,4.902595370488582
cg16754522,-4.893329021181822,4.893329021181822
cg26382551,-4.890403934869353,4.890403934869353
cg23948080,4.8884337430226426,4.8884337430226426
cg02224994,4.882948526950766,4.882948526950766
cg24737857,-4.879261327620605,4.879261327620605
cg03734783,-4.873097428874062,4.873097428874062
cg14995047,-4.87099639778479,4.87099639778479
cg12388541,-4.870727849824742,4.870727849824742
cg05781582,-4.870143815656185,4.870143815656185
cg01577755,-4.862117317432437,4.862117317432437
cg16524492,4.8621168825269985,4.8621168825269985
cg12829325,4.852471460851752,4.852471460851752
cg26144202,-4.847994765722369,4.847994765722369
cg04063235,-4.84345141567433,4.84345141567433
cg16303846,4.8352793174577915,4.8352793174577915
cg10029171,-4.824302756604343,4.824302756604343
cg01956420,4.82254724203413,4.82254724203413
cg14990266,-4.8182970889862196,4.8182970889862196
cg26328589,-4.814457059553835,4.814457059553835
cg07592358,-4.813400965546585,4.813400965546585
cg21845226,-4.801615526794995,4.801615526794995
cg21604539,4.800321304108376,4.800321304108376
cg03925149,-4.782818331178287,4.782818331178287
cg03143717,4.78261874801993,4.78261874801993
cg17589632,-4.781762752231209,4.781762752231209
cg04118910,-4.78088959910788,4.78088959910788
cg19939262,4.77384812012224,4.77384812012224
cg22641201,4.77073566412104,4.77073566412104
cg11982736,4.769973549922219,4.769973549922219
cg09998078,-4.7597939852100035,4.7597939852100035
cg02818811,4.756465713722635,4.756465713722635
cg13673363,-4.753683015655877,4.753683015655877
cg15717330,-4.738410961254217,4.738410961254217
cg02401149,-4.733699356299267,4.733699356299267
cg19756726,-4.727133214796143,4.727133214796143
cg13628057,-4.706069408301342,4.706069408301342
cg05978988,4.701296568294604,4.701296568294604
cg13710375,4.696484014916155,4.696484014916155
cg06489159,-4.6954747738149125,4.6954747738149125
cg18918090,-4.694366788876222,4.694366788876222
cg21452471,-4.694352264926871,4.694352264926871
cg04044561,4.694084368284011,4.694084368284011
cg13856584,-4.691286690783734,4.691286690783734
cg18446578,4.686096726496357,4.686096726496357
ch.2.168147954R,4.672327417906535,4.672327417906535
cg07189782,-4.671071717443119,4.671071717443119
cg07636653,-4.668225103084247,4.668225103084247
cg17215061,-4.667501908076707,4.667501908076707
cg16874617,-4.662800061373412,4.662800061373412
cg14260773,-4.661127607486918,4.661127607486918
cg00601387,-4.661056310765231,4.661056310765231
cg14527280,4.659140549140028,4.659140549140028
cg22723502,4.654758789303611,4.654758789303611
cg08026502,4.6521796700757045,4.6521796700757045
cg06537744,-4.646707005551263,4.646707005551263
cg14562832,4.635807194421442,4.635807194421442
cg18531690,-4.631556455054289,4.631556455054289
cg20037384,4.627767889090633,4.627767889090633
cg19525495,-4.6254697208473825,4.6254697208473825
cg07759247,4.624868140308256,4.624868140308256
cg06749789,4.622343342142086,4.622343342142086
cg11274148,-4.620592980595488,4.620592980595488
cg23273041,-4.617219258821329,4.617219258821329
cg16737869,-4.614381596726961,4.614381596726961
cg12640180,-4.613639109836408,4.613639109836408
cg09867835,4.612743550878504,4.612743550878504
cg09311905,4.608621826717621,4.608621826717621
cg16881843,-4.59813132873997,4.59813132873997
cg14264556,-4.594116630061809,4.594116630061809
cg23098062,4.58949523648535,4.58949523648535
cg16430072,4.589289114943416,4.589289114943416
cg10471876,4.588997219311592,4.588997219311592
cg22589339,-4.5878944169818805,4.5878944169818805
cg08811443,-4.585895068066241,4.585895068066241
cg01646423,-4.582895230020969,4.582895230020969
cg27026360,4.567866475346667,4.567866475346667
cg03539204,-4.56621363813893,4.56621363813893
cg10989326,-4.564524596082791,4.564524596082791
cg16117774,4.563298165860608,4.563298165860608
cg06644721,-4.557889409575796,4.557889409575796
cg13554575,-4.55495150402573,4.55495150402573
cg17027353,-4.553794853184883,4.553794853184883
cg07434579,4.550417747364874,4.550417747364874
cg01596854,-4.545443353264068,4.545443353264068
cg08607821,-4.542752692339695,4.542752692339695
cg10721855,-4.542017452891275,4.542017452891275
cg23914146,4.541633424234955,4.541633424234955
cg20996312,-4.534249403199648,4.534249403199648
cg13254586,-4.530152656427611,4.530152656427611
cg12615205,-4.528580065097094,4.528580065097094
cg23667572,-4.52113204546062,4.52113204546062
cg26128046,4.520073156520043,4.520073156520043
cg17015803,4.51859439563648,4.51859439563648
cg05456921,4.509459647666616,4.509459647666616
cg08103551,4.5034442985276355,4.5034442985276355
cg08661017,-4.4982564131738965,4.4982564131738965
cg26923072,-4.4922842332519926,4.4922842332519926
cg24894764,4.489185838274924,4.489185838274924
cg02649547,4.463540397020964,4.463540397020964
cg06383207,-4.457654364292915,4.457654364292915
cg08583507,4.455042532849434,4.455042532849434
cg00261325,-4.454785141159094,4.454785141159094
cg07708818,-4.4538282787610886,4.4538282787610886
cg10969178,-4.4517022171935805,4.4517022171935805
cg04241501,4.4499576071638085,4.4499576071638085
cg10147479,-4.4493263725982315,4.4493263725982315
cg01364621,-4.448791555374894,4.448791555374894
cg05918292,-4.448192901787652,4.448192901787652
cg17972361,-4.440890999416408,4.440890999416408
cg04468081,-4.43674714086394,4.43674714086394
cg08072574,4.4285360571052745,4.4285360571052745
cg18912160,-4.426739568662208,4.426739568662208
cg00037930,-4.421286717407446,4.421286717407446
cg00334399,-4.418544684509924,4.418544684509924
cg11158629,-4.4131479468157675,4.4131479468157675
cg15262742,-4.410798494797913,4.410798494797913
cg13319175,-4.408702873607405,4.408702873607405
cg07523565,4.407018452254871,4.407018452254871
cg01269344,4.406087610232172,4.406087610232172
cg09381441,-4.405604798013041,4.405604798013041
cg01181350,4.3999307680817035,4.3999307680817035
ch.4.26668475F,4.393915147543173,4.393915147543173
cg09818732,4.392544707287443,4.392544707287443
cg15589939,-4.391681453834047,4.391681453834047
cg01687051,4.387328692975567,4.387328692975567
cg27430493,4.387016736562065,4.387016736562065
cg02990869,4.380751083375366,4.380751083375366
cg15864491,4.376501463206591,4.376501463206591
cg25485192,4.370158674769478,4.370158674769478
cg07347049,-4.360636919567016,4.360636919567016
cg24374161,4.360443550773078,4.360443550773078
cg09654247,4.348110663645419,4.348110663645419
cg02094049,-4.345866407029185,4.345866407029185
cg11435167,-4.3455757374220765,4.3455757374220765
cg08560888,-4.345455871401832,4.345455871401832
cg19211800,4.340603073553797,4.340603073553797
cg13986860,-4.3382876408890985,4.3382876408890985
cg18471474,-4.337590458895531,4.337590458895531
cg19305147,4.320568450552433,4.320568450552433
cg25402610,4.31927839078232,4.31927839078232
cg12325507,4.315028220778317,4.315028220778317
cg22821834,4.309305495562026,4.309305495562026
cg00360798,-4.303041862054016,4.303041862054016
cg22158021,-4.301441473498385,4.301441473498385
cg00751156,4.29873447610064,4.29873447610064
cg23844623,4.2930096902337365,4.2930096902337365
cg08358683,4.287664158225443,4.287664158225443
cg00244854,-4.278251453669388,4.278251453669388
cg00945486,-4.259465414840545,4.259465414840545
cg01272400,4.259035516153769,4.259035516153769
cg12573516,4.252602625093251,4.252602625093251
cg00235657,-4.250428239350833,4.250428239350833
cg16077257,4.247035276584315,4.247035276584315
cg14656297,4.245375180934836,4.245375180934836
cg27533704,4.2422434546202865,4.2422434546202865
cg03552086,-4.241258852011247,4.241258852011247
cg10821115,4.240627998630107,4.240627998630107
cg21165395,-4.239475618573305,4.239475618573305
cg20680819,-4.239252899188161,4.239252899188161
cg16223976,-4.236195116745333,4.236195116745333
cg00865724,4.233806867514296,4.233806867514296
cg05933857,4.233469686116834,4.233469686116834
cg20073831,4.229969742490534,4.229969742490534
cg02776768,-4.225552799658137,4.225552799658137
cg15167008,4.223276849381543,4.223276849381543
cg05354171,4.223015819991058,4.223015819991058
cg06069996,4.222883721456982,4.222883721456982
cg02989600,4.221569157683417,4.221569157683417
cg21087427,-4.221156665312,4.221156665312
cg08431563,4.2206604861229025,4.2206604861229025
cg15546071,-4.218305870174713,4.218305870174713
cg23526504,-4.214506270786724,4.214506270786724
cg23797471,4.208541910628864,4.208541910628864
cg01815536,-4.199866013878846,4.199866013878846
cg14560040,4.195616804808342,4.195616804808342
cg21574186,-4.192236861514983,4.192236861514983
cg24646027,-4.191581588018067,4.191581588018067
cg09433875,-4.190934132037975,4.190934132037975
cg05920454,4.184523516180199,4.184523516180199
cg22385595,-4.178890867802973,4.178890867802973
cg05712938,-4.178884757076072,4.178884757076072
cg02302089,-4.178536371602071,4.178536371602071
cg20066750,4.177117009336489,4.177117009336489
cg24577417,-4.176351314988513,4.176351314988513
cg15385562,4.175370808203569,4.175370808203569
cg07068735,4.174309507448496,4.174309507448496
cg08328671,4.1630616182910805,4.1630616182910805
cg14190761,4.162059225153623,4.162059225153623
cg16766613,-4.158590048574025,4.158590048574025
cg23527115,-4.1568776619296175,4.1568776619296175
cg15197458,-4.151959315840844,4.151959315840844
cg06892157,-4.1486572298657824,4.1486572298657824
cg06912355,-4.13749891953104,4.13749891953104
cg22263059,-4.133049048712468,4.133049048712468
cg08836861,-4.127553600155575,4.127553600155575
ch.8.2599852F,4.124460379616593,4.124460379616593
cg24127115,-4.124177617313342,4.124177617313342
cg12621387,-4.123252438135543,4.123252438135543
cg19077854,-4.120941525333945,4.120941525333945
cg16833518,-4.11931956623197,4.11931956623197
cg24232510,-4.1190686722567955,4.1190686722567955
cg00449821,4.111310744834638,4.111310744834638
cg24257495,-4.110942554763334,4.110942554763334
cg05518778,-4.110513958991304,4.110513958991304
cg07270285,-4.1081230219608464,4.1081230219608464
cg17112076,-4.097897339700475,4.097897339700475
cg25114913,4.096709669792737,4.096709669792737
cg15620384,4.09347654521304,4.09347654521304
cg20426571,4.087166372005731,4.087166372005731
cg06330593,-4.0871043180262046,4.0871043180262046
cg24980040,-4.0812902434355856,4.0812902434355856
cg23544577,-4.074478113720171,4.074478113720171
cg07222309,4.074046478704243,4.074046478704243
cg01060861,4.073462087054522,4.073462087054522
cg09641955,-4.0733165685436,4.0733165685436
cg25930662,-4.067356085004216,4.067356085004216
cg08034750,-4.066854160222132,4.066854160222132
cg19044918,-4.065699150863573,4.065699150863573
cg12639523,4.063590626261101,4.063590626261101
cg00566961,-4.061664112211398,4.061664112211398
cg10620659,4.059394829292848,4.059394829292848
cg24672310,-4.055428482296856,4.055428482296856
cg04254609,4.04124643168651,4.04124643168651
cg01782371,4.038995682102387,4.038995682102387
cg04459013,4.0333446236899135,4.0333446236899135
cg03316881,4.029462406293934,4.029462406293934
cg04372535,-4.028154220332188,4.028154220332188
cg23701184,-4.025529197848008,4.025529197848008
cg16320173,-4.0252831716857225,4.0252831716857225
cg07881273,4.011847437316473,4.011847437316473
cg22857604,3.997694959383992,3.997694959383992
cg20826671,-3.991772950357946,3.991772950357946
cg22031629,3.9865605405421394,3.9865605405421394
cg27626619,3.9854312703236325,3.9854312703236325
cg11739675,3.985084971136614,3.985084971136614
cg07661848,3.98102937115695,3.98102937115695
cg20275664,-3.9755984567282803,3.9755984567282803
cg13083810,-3.9728953147527064,3.9728953147527064
cg04779713,-3.9672913573239232,3.9672913573239232
cg00438309,-3.967227870505244,3.967227870505244
cg16652651,3.965367908527364,3.965367908527364
cg04748988,3.9595341307104794,3.9595341307104794
cg14227056,-3.9451077414352675,3.9451077414352675
cg21507153,-3.936106084653975,3.936106084653975
cg08062469,3.932136862871107,3.932136862871107
cg12801256,-3.924315868800263,3.924315868800263
cg06694331,-3.922218281960596,3.922218281960596
cg01021547,-3.9156171954051175,3.9156171954051175
cg00093087,-3.9099442893955247,3.9099442893955247
cg01165177,-3.908758600359439,3.908758600359439
cg16921083,3.9033444276895475,3.9033444276895475
cg24663636,3.902294079571652,3.902294079571652
cg04261164,-3.8996484301356937,3.8996484301356937
cg13881619,-3.898992884133579,3.898992884133579
cg04200485,-3.8978647403214173,3.8978647403214173
