gene,variance
ENSG00000088992,134045.46826265394
ENSG00000089006,4363987.655403559
ENSG00000089009,495220806.73556787
ENSG00000089012,339995.1142270862
ENSG00000089022,977720.6528043774
ENSG00000089041,1348232.294391245
ENSG00000089048,429853.53378932993
ENSG00000089050,442813.9147742819
ENSG00000089053,8549319.555677151
ENSG00000089057,3782693.0239398074
ENSG00000089060,17025194.603693567
ENSG00000089063,12154846.478932967
ENSG00000089091,14864.165389876878
ENSG00000089094,2622673.7604651167
ENSG00000089101,286.5948016415869
ENSG00000089116,48859.0303693571
ENSG00000089123,75342.51285909713
ENSG00000089127,71223633.83597808
ENSG00000089154,15744751.583036933
ENSG00000089157,3636035378.623941
ENSG00000089159,72306673.36155951
ENSG00000089163,1535.8276333789333
ENSG00000089169,1295.4298221614229
ENSG00000089177,290831.8839945281
ENSG00000089195,504620.5697674419
ENSG00000089199,38989073.47906977
ENSG00000089220,75880489.70027357
ENSG00000089225,1026213.3528043777
ENSG00000089234,612546.3043775649
ENSG00000089248,30794095.886867326
ENSG00000089250,3373.851709986322
ENSG00000089280,76237641.50369357
ENSG00000089289,8308360.718604656
ENSG00000089327,27708903.161833107
ENSG00000089335,2835337.3143638847
ENSG00000089351,20252598.127496578
ENSG00000089356,412083.3920656633
ENSG00000089472,2476872.306976745
ENSG00000089486,5687250.900273597
ENSG00000089505,3716.4050615595065
ENSG00000089558,728.5898768809849
ENSG00000089597,276467882.50396717
ENSG00000089639,1287416.065663475
ENSG00000089682,125157.41559507523
ENSG00000089685,7529122.598084816
ENSG00000089692,7580358.989329685
ENSG00000089693,20786002.22927496
ENSG00000089723,30763.91532147745
ENSG00000089737,21825854.064705882
ENSG00000089775,649602.2792065663
ENSG00000089818,854177.9514363887
ENSG00000089820,7446554.273050616
ENSG00000089847,29621.869220246237
ENSG00000089876,2065450.4926128583
ENSG00000089902,3530872.037756497
ENSG00000089916,555121.6864569079
ENSG00000090006,172785252.71025985
ENSG00000090013,15301654.530369358
ENSG00000090020,3041152.7957592336
ENSG00000090054,4646424.121477427
ENSG00000090060,15241137.311627913
ENSG00000090061,97459.6510259918
ENSG00000090097,2973599.25745554
ENSG00000090104,56879175.432010934
ENSG00000090238,3554710.929822161
ENSG00000090263,1555889.3833105334
ENSG00000090266,5481500.563201094
ENSG00000090273,25376062.31792065
ENSG00000090316,4812713.2592339255
ENSG00000090339,1021712209.0095761
ENSG00000090372,3891378.018604651
ENSG00000090376,5302251.073050618
ENSG00000090382,416377318.1987686
ENSG00000090402,0
ENSG00000090432,2579836.6292749653
ENSG00000090447,298919.80259917915
ENSG00000090470,1264969.4276333787
ENSG00000090487,11992499.94870041
ENSG00000090512,18.36292749658003
ENSG00000090520,6251483.653214777
ENSG00000090530,15500183.223529411
ENSG00000090534,18443.704651162778
ENSG00000090539,55585695.97154582
ENSG00000090554,100689.47647058824
ENSG00000090565,22202813.09274965
ENSG00000090581,4892124.580574554
ENSG00000090612,1218350.4794801641
ENSG00000090615,11260686.926538987
ENSG00000090621,47213133.120109454
ENSG00000090659,862160.5794801642
ENSG00000090661,1818762.1320109435
ENSG00000090674,649429.8418604651
ENSG00000090686,2480308.279206566
ENSG00000090776,22909041.288098495
ENSG00000090857,12185935.146511625
ENSG00000090861,39172340.96922025
ENSG00000090863,83354762.62708622
ENSG00000090889,1329717.6246238034
ENSG00000090905,6115386.599179207
ENSG00000090924,3992295.0863201087
ENSG00000090932,4629.423803009573
ENSG00000090971,2064095.315595075
ENSG00000090975,900156.6276333788
ENSG00000090989,2148165.1010943903
ENSG00000091009,950820.4296853625
ENSG00000091010,196.8805745554035
ENSG00000091039,3679673.03474692
ENSG00000091073,1259308.7337893294
ENSG00000091106,30750.976333789335
ENSG00000091127,693649.6880984951
ENSG00000091128,20693.118604651158
ENSG00000091129,273138.0355677155
ENSG00000091136,691948119.3406293
ENSG00000091137,242118.01217510257
ENSG00000091138,95.58850889192853
ENSG00000091140,4771081.997811217
ENSG00000091157,382004.55663474684
ENSG00000091164,2715829.5567715457
ENSG00000091181,2950.8822161422704
ENSG00000091262,10945.322024623805
ENSG00000091317,22049477.651436392
ENSG00000091409,29985676.66497949
ENSG00000091428,2018408.459233926
ENSG00000091436,5206456.874418605
ENSG00000091482,29196.203556771554
ENSG00000091483,4513183.774145004
ENSG00000091490,41100097.16880987
ENSG00000091513,9589.576470588236
ENSG00000091527,122826074.20259918
ENSG00000091536,15629.602735978102
ENSG00000091542,9642613.867715456
ENSG00000091583,9107.26744186043
ENSG00000091592,3892222.474418605
ENSG00000091622,1079889.8867305059
ENSG00000091640,2091049.3095759228
ENSG00000091651,194527.87428180577
ENSG00000091656,12479906.36511628
ENSG00000091664,495.26853625170884
ENSG00000091704,483454.538987688
ENSG00000091732,368054.3744186047
ENSG00000091831,443243.4046511628
ENSG00000091844,44918.592202462365
ENSG00000091879,771279.9967168262
ENSG00000091947,1653599.5507523944
ENSG00000091972,58129248.59480164
ENSG00000091986,28659976426.89521
ENSG00000092009,1383.5514363885084
ENSG00000092010,43372498.728864565
ENSG00000092020,282306.8439124487
ENSG00000092036,1406010.3848153218
ENSG00000092051,165639.8221614227
ENSG00000092054,67372873.78604655
ENSG00000092067,167.37414500684
ENSG00000092068,18159551.85403556
ENSG00000092094,361945.130506156
ENSG00000092096,1050138.8870041044
ENSG00000092098,1698983.212722298
ENSG00000092108,1084806.0634746924
ENSG00000092140,409122.96320109436
ENSG00000092148,19991538.003967166
ENSG00000092199,99990022.50889193
ENSG00000092200,559.7641586867303
ENSG00000092201,28847128.080984958
ENSG00000092203,5288033.081805744
ENSG00000092208,92635.2919288646
ENSG00000092295,649753391.4775648
ENSG00000092330,5742880.14500684
ENSG00000092345,1772.6649794801617
ENSG00000092377,276.8756497948015
ENSG00000092421,9289612.959781121
ENSG00000092439,8061898.150615597
ENSG00000092445,4824406.831874144
ENSG00000092470,292627.1393980849
ENSG00000092529,170982.12749658007
ENSG00000092531,9188503.200683996
ENSG00000092607,72719.44528043774
ENSG00000092621,262392285.92790708
ENSG00000092758,3615477.533378935
ENSG00000092820,6054518972.453217
ENSG00000092841,488256826.6238031
ENSG00000092847,6185474.667168264
ENSG00000092850,17231.89124487004
ENSG00000092853,612009.7756497948
ENSG00000092871,3740914.4919288657
ENSG00000092929,2766110.283994527
ENSG00000092931,575714.6653898772
ENSG00000092964,150298942.94569084
ENSG00000092969,372837134.90506154
ENSG00000092978,502534.3722298221
ENSG00000093000,1948700.8968536246
ENSG00000093009,193151.9162790697
ENSG00000093010,12833551.070451433
ENSG00000093072,31312050.686320107
ENSG00000093100,661.9618331053351
ENSG00000093134,14442.064158686724
ENSG00000093144,2741141.602735977
ENSG00000093167,1820595.265800273
ENSG00000093183,2533461.712722298
ENSG00000093217,43155.33310533515
ENSG00000094631,2040090.7262653895
ENSG00000094661,2.1083447332421374
ENSG00000094755,5109.188508891929
ENSG00000094796,1826.9281805745525
ENSG00000094804,2143848.521614227
ENSG00000094841,197475.94145006844
ENSG00000094880,1117381.627906977
ENSG00000094914,1395037.197948016
ENSG00000094916,58730675.021751024
ENSG00000094963,2587759.5809849515
ENSG00000094975,25353609.300683998
ENSG00000095002,1231846.718057456
ENSG00000095015,3809220.9932968547
ENSG00000095059,1333146.081532148
ENSG00000095066,470968.98221614223
ENSG00000095110,59.7084815321477
ENSG00000095139,48200676.78850891
ENSG00000095203,3653018.2025991785
ENSG00000095209,80135.88673050616
ENSG00000095261,1695876.9735978113
ENSG00000095303,39073461.034746945
ENSG00000095319,3973385.689329685
ENSG00000095321,3208656.857455541
ENSG00000095370,1084776.6217510258
ENSG00000095380,3752002.936251711
ENSG00000095383,25370959.383994527
ENSG00000095397,220818.8634746922
ENSG00000095464,172.87564979480172
ENSG00000095485,1315579.1186046514
ENSG00000095539,1190181.1222982216
ENSG00000095564,1602677.0715458281
ENSG00000095574,246117.6629274966
ENSG00000095585,109520.38153214775
ENSG00000095587,3669.483447332422
ENSG00000095596,1372712.981805745
ENSG00000095627,22.650615595075237
ENSG00000095637,1056227.5036935708
ENSG00000095713,11434273.369767442
ENSG00000095739,4238078.417647059
ENSG00000095752,115256.11545827633
ENSG00000095777,1456176.6730506157
ENSG00000095787,8997197.35280438
ENSG00000095794,1660937.9213406297
ENSG00000095906,2952767.6705882354
ENSG00000095917,28827.208344733244
ENSG00000095932,45126.07168262655
ENSG00000095951,2943714.7957592346
ENSG00000095970,3690305.2083447343
ENSG00000095981,0.568536251709987
ENSG00000096006,3.5935704514363844
ENSG00000096060,36580007.69808483
ENSG00000096063,2165746.367715459
ENSG00000096070,4471477.764158689
ENSG00000096080,747660.822982216
ENSG00000096088,28248971.826128636
ENSG00000096092,1216262.3771545826
ENSG00000096093,954755.4259917922
ENSG00000096264,0.6474692202462393
ENSG00000096384,1435749791.5803008
ENSG00000096395,2.838850889192886
ENSG00000096401,2015389.2745554033
ENSG00000096433,88154851.86333786
ENSG00000096654,142559.25143638853
ENSG00000096696,483639404.6731874
ENSG00000096717,765769.611627907
ENSG00000096746,4120108.018057455
ENSG00000096872,181349.34733242137
ENSG00000096968,666492.5292749659
ENSG00000096996,323747.0452804378
ENSG00000097007,33508801.567305066
ENSG00000097021,3689409.746238031
ENSG00000097033,29572672.065116283
ENSG00000097046,213856.08645690832
ENSG00000097096,47180.630506155954
ENSG00000099139,993729.2809849518
ENSG00000099194,451914000.7529412
ENSG00000099203,1419242.5320109439
ENSG00000099204,400993601.51573175
ENSG00000099219,979326.1030095761
ENSG00000099246,4715642.299452806
ENSG00000099250,68976576.50300959
ENSG00000099251,40368.66880984952
ENSG00000099256,139767.4715458276
ENSG00000099260,7521513.487414499
ENSG00000099282,5385444.019288642
ENSG00000099284,1604261.6805745545
ENSG00000099290,3262458.5214774273
ENSG00000099308,477966.5456908345
ENSG00000099326,963979.2532147742
ENSG00000099330,360130.3952120382
ENSG00000099331,16632810.431874141
ENSG00000099337,1229103.2634746926
ENSG00000099338,13422.364979480157
ENSG00000099341,12425252.93310533
ENSG00000099364,2428581.242818057
ENSG00000099365,416915.4265389876
ENSG00000099377,15373375.72202462
ENSG00000099381,2911644.4439124493
ENSG00000099385,6541260.92147743
ENSG00000099399,963320.9068399484
ENSG00000099617,124696.80451436383
ENSG00000099622,90325889.1731874
ENSG00000099624,18327481.928864565
ENSG00000099625,17613.485088919282
ENSG00000099715,20660.37154582763
ENSG00000099721,0.9418604651162817
ENSG00000099725,791231.8692202464
ENSG00000099769,116972.56538987688
ENSG00000099783,24584514.58891929
ENSG00000099785,1246047.8095759233
ENSG00000099795,12868388.094801638
ENSG00000099797,3631917.762653897
ENSG00000099800,4856631.288098494
ENSG00000099804,5615835.070451439
ENSG00000099810,2346796.15759234
ENSG00000099812,57042225.28057453
ENSG00000099814,7549684.2976744175
ENSG00000099817,17578387.23447333
ENSG00000099821,1354397.2623803013
ENSG00000099822,727795.6455540357
ENSG00000099834,901.8752393980853
ENSG00000099840,33261.66415868673
ENSG00000099849,42658674.41860464
ENSG00000099860,89259434.88481532
ENSG00000099864,39003128.31751027
ENSG00000099866,4616.298221614227
ENSG00000099869,66337.69521203828
ENSG00000099875,30996973.14158687
ENSG00000099889,1381490.0355677155
ENSG00000099899,778583.7697674418
ENSG00000099901,3996559.068673051
ENSG00000099904,3192644.3010943923
ENSG00000099910,2160837.421614227
ENSG00000099917,19269986.565800272
ENSG00000099937,269730.31641586835
ENSG00000099940,2450115.351025992
ENSG00000099942,11358147.240629276
ENSG00000099949,2856171.8863201095
ENSG00000099953,232364196.918331
ENSG00000099954,22824.291244870044
ENSG00000099956,2852706.770041039
ENSG00000099957,1426864.1127222986
ENSG00000099958,2550321.9213406295
ENSG00000099960,77248166.69671683
ENSG00000099968,11159042.358002733
ENSG00000099974,1220858.5555403556
ENSG00000099977,1933242.1768809843
ENSG00000099984,29533.933378932965
ENSG00000099985,306852.7212038304
ENSG00000099991,5873273.862653895
ENSG00000099992,549157.3827633378
ENSG00000099994,69134999.83050615
ENSG00000099995,9392459.050615592
ENSG00000099998,36612048.904103965
ENSG00000099999,294204.3009575922
ENSG00000100003,832200.0559507526
ENSG00000100012,6.741450068399437
ENSG00000100014,3219309.0462380303
ENSG00000100023,1931609.4436388502
ENSG00000100024,859.1967168262656
ENSG00000100027,255737.48618331057
ENSG00000100028,4151375.149794802
ENSG00000100029,6377061.403556772
ENSG00000100030,15469149.289329683
ENSG00000100031,26280.216142270852
ENSG00000100033,125745.31176470588
ENSG00000100034,3217201.4380300962
ENSG00000100036,155547.66853625167
ENSG00000100038,58898.970861833084
ENSG00000100053,92.42790697674413
ENSG00000100055,4824105.37633379
ENSG00000100056,299717.2690834474
ENSG00000100058,128878.73050615595
ENSG00000100060,616770.2945280437
ENSG00000100065,691678.9805745555
ENSG00000100068,20157.073597811213
ENSG00000100075,9669359.769767445
ENSG00000100077,501108.64035567705
ENSG00000100078,1062.9088919288665
ENSG00000100079,227310.31422708623
ENSG00000100083,1377508.50998632
ENSG00000100084,1430799.9978112178
ENSG00000100092,274708.52653898764
ENSG00000100095,96850.32393980848
ENSG00000100097,933103096.1730505
ENSG00000100099,909523.8774281807
ENSG00000100100,3502938.809849519
ENSG00000100104,543449.0062927495
ENSG00000100105,1432638.9083447328
ENSG00000100106,4669692.151162792
ENSG00000100109,818455.878112175
ENSG00000100116,1835160.2041039662
ENSG00000100121,0
ENSG00000100122,4370.92982216142
ENSG00000100124,352305.4982216143
ENSG00000100129,67396174.96853621
ENSG00000100138,11056147.728180572
ENSG00000100139,4319756.771682627
ENSG00000100142,880796.8410396718
ENSG00000100146,312.3677154582762
ENSG00000100147,23744.73775649795
ENSG00000100150,90912.28673050615
ENSG00000100151,411444.3025991793
ENSG00000100154,3854002.6626538984
ENSG00000100156,29916.323939808473
ENSG00000100162,583244.0214774285
ENSG00000100167,222897.539261286
ENSG00000100170,339.16347469220244
ENSG00000100181,589235.5529411765
ENSG00000100191,5044.763337893296
ENSG00000100196,9866094.339945279
ENSG00000100197,1440.8393980848152
ENSG00000100201,71708979.14705883
ENSG00000100206,1458.0340629274965
ENSG00000100207,1263860.9517099862
ENSG00000100209,83277.57168262654
ENSG00000100211,485395.64377564983
ENSG00000100216,1859923.5623803013
ENSG00000100218,274.55663474692204
ENSG00000100219,47806469.82161419
ENSG00000100220,3287713.549658003
ENSG00000100221,9225733.451162789
ENSG00000100225,4261765.586456908
ENSG00000100226,3279120.391244869
ENSG00000100227,5475140.262653897
ENSG00000100228,1016188.39124487
ENSG00000100234,2041585714.2939808
ENSG00000100239,1104025.137756498
ENSG00000100241,7093233.999452804
ENSG00000100242,27094394.279069778
ENSG00000100243,83737096.54062927
ENSG00000100246,191009.47045143638
ENSG00000100249,86.94062927496577
ENSG00000100253,208.9805745554035
ENSG00000100258,8021193.094528043
ENSG00000100263,553683.9213406295
ENSG00000100266,9048938.099179203
ENSG00000100271,28433.591792065658
ENSG00000100276,5150.276880984953
ENSG00000100280,13358458.033378938
ENSG00000100281,419877.7050615596
ENSG00000100284,3361384.338303693
ENSG00000100285,1059851.9671682625
ENSG00000100288,434423.9414500682
ENSG00000100290,242287.11244870044
ENSG00000100292,55403791.77742818
ENSG00000100294,272827.8212038305
ENSG00000100296,363561.2120383036
ENSG00000100297,3868836.8623802997
ENSG00000100298,28557.6389876881
ENSG00000100299,3114702.306566347
ENSG00000100300,49261971.83803009
ENSG00000100302,62499.18153214773
ENSG00000100304,2777413.816826266
ENSG00000100307,6054316.339808483
ENSG00000100311,2504487.6979480167
ENSG00000100312,322.8827633378933
ENSG00000100314,71745.76265389877
ENSG00000100316,2947762058.527496
ENSG00000100319,246943.5536251709
ENSG00000100320,24241712.62722298
ENSG00000100321,345636.25991792063
ENSG00000100324,583112.6095759231
ENSG00000100325,2480493.914774282
ENSG00000100330,126290.9439124487
ENSG00000100335,1321976.2792065665
ENSG00000100336,818439.4932968536
ENSG00000100341,0.6709986320109448
ENSG00000100342,177874450.15212038
ENSG00000100344,653.2733242134063
ENSG00000100345,2764134552.7868676
ENSG00000100346,4536.999863201092
ENSG00000100347,696137.2827633378
ENSG00000100348,3310383.7112175105
ENSG00000100350,1078836.8355677146
ENSG00000100351,80951.98645690839
ENSG00000100353,17033198.809439123
ENSG00000100354,1261230.8771545826
ENSG00000100359,1115127.8626538985
ENSG00000100360,496350.3053351573
ENSG00000100362,154573.09671682602
ENSG00000100364,13875366.809849523
ENSG00000100365,856166.5986320109
ENSG00000100368,19812312.173597813
ENSG00000100372,487346.37496580026
ENSG00000100373,1809.721477428183
ENSG00000100376,1704490.0853625175
ENSG00000100379,540852.4088919288
ENSG00000100380,22723912.620656632
ENSG00000100385,7031484.167441861
ENSG00000100387,1416249.9649794803
ENSG00000100393,5585635.23242134
ENSG00000100395,935912.2352941176
ENSG00000100399,26654.226128590977
ENSG00000100401,13057860.174555402
ENSG00000100403,17692468.81094391
ENSG00000100410,311357.4046511627
ENSG00000100412,6839972.280164158
ENSG00000100413,6920497.061559505
ENSG00000100416,471646.56853625126
ENSG00000100417,644187.7276333789
ENSG00000100418,1210519.5157318742
ENSG00000100422,5442157.333105337
ENSG00000100425,819442.817099863
ENSG00000100426,607665.3927496581
ENSG00000100427,32910.13638850888
ENSG00000100429,359220.8010943912
ENSG00000100433,699.2098495212039
ENSG00000100439,6969642.81641587
ENSG00000100441,9964905.195212038
ENSG00000100442,5353160.994391245
ENSG00000100445,1235372.5597811218
ENSG00000100448,14088.918741450065
ENSG00000100450,796078.0448700408
ENSG00000100453,2013360.1057455535
ENSG00000100461,2531486.2523939796
ENSG00000100462,5813651.31121751
ENSG00000100473,245044.03789329674
ENSG00000100478,85040.9068399453
ENSG00000100479,34170.8980848153
ENSG00000100483,42781.14705882353
ENSG00000100485,1048966.8251709985
ENSG00000100490,26551.43324213406
ENSG00000100503,4731984.153351574
ENSG00000100504,17169562.358002733
ENSG00000100505,228902.8751025991
ENSG00000100519,1806250.412722298
ENSG00000100522,2486182.798495211
ENSG00000100523,685849.942134063
ENSG00000100526,240219.99083447334
ENSG00000100528,7063498.075649793
ENSG00000100532,71077.22202462377
ENSG00000100554,4320459.916415868
ENSG00000100557,61.292065663474865
ENSG00000100558,2690859.6957592336
ENSG00000100564,208865.8128590971
ENSG00000100565,119.46046511627894
ENSG00000100567,1972421.7281805743
ENSG00000100568,6486631.796580029
ENSG00000100575,570873.2251709988
ENSG00000100577,400194.01709986303
ENSG00000100578,278659.12134062935
ENSG00000100580,1001379.004103967
ENSG00000100583,4884.122024623803
ENSG00000100591,10532757.021751028
ENSG00000100592,22298049.39658002
ENSG00000100593,35745894.8377565
ENSG00000100596,33015210.871682614
ENSG00000100599,1717664.4809849525
ENSG00000100600,36837880.39671683
ENSG00000100601,102276.25950752394
ENSG00000100603,3553361.520656633
ENSG00000100604,383786.4274965799
ENSG00000100605,26462421.74569083
ENSG00000100612,5586931.714500684
ENSG00000100614,1900981.703009576
ENSG00000100625,597775.5487004105
ENSG00000100626,520844.60027359787
ENSG00000100628,145865.00848153213
ENSG00000100629,46637.857318741444
ENSG00000100632,7706706.18399453
ENSG00000100644,129706032.43242127
ENSG00000100647,17397631.637756497
ENSG00000100650,19005629.14363885
ENSG00000100652,40397.57318741446
ENSG00000100664,36914847.16566347
ENSG00000100665,1.880848153214776
ENSG00000100678,31989.71436388509
ENSG00000100697,3474781.6109439125
ENSG00000100711,3542568.783036936
ENSG00000100714,5298906.127086184
ENSG00000100721,323293.49329685356
ENSG00000100722,2436500.8229822163
ENSG00000100726,1474784.6671682622
ENSG00000100731,6808738.252941176
ENSG00000100739,29540982.268673055
ENSG00000100744,598040.438987688
ENSG00000100749,151605.87359781124
ENSG00000100764,1330909.6685362512
ENSG00000100767,9324513.003556773
ENSG00000100784,34217.491792065666
ENSG00000100796,2920627.154035568
ENSG00000100802,256467.4239398085
ENSG00000100804,19383303.413406294
ENSG00000100811,8928862.64623803
ENSG00000100813,16691922.967441862
ENSG00000100814,1129774.4860465117
ENSG00000100815,2666769.5388508886
ENSG00000100823,25370500.522708625
ENSG00000100836,9511808.014227087
ENSG00000100842,937654.5352941176
ENSG00000100852,11581429.833789328
ENSG00000100865,1083634.0439124487
ENSG00000100867,4082223.9556771554
ENSG00000100883,2030023.0923392607
ENSG00000100884,1283.4292749658007
ENSG00000100888,9471546.932010943
ENSG00000100889,1890602.3994528048
ENSG00000100890,1024226.6216142271
ENSG00000100897,3410501.1202462385
ENSG00000100902,12329564.348700406
ENSG00000100906,219825956.12859076
ENSG00000100908,209996.69712722301
ENSG00000100911,36057755.587414496
ENSG00000100916,120603.253625171
ENSG00000100918,134080466.20574556
ENSG00000100926,13084875.993570445
ENSG00000100934,12678422.65458276
ENSG00000100938,3814688.3415868683
ENSG00000100941,9730723.535567712
ENSG00000100949,979207.2614227084
ENSG00000100968,6406702.363885087
ENSG00000100979,175530890.32010946
ENSG00000100982,2163448.6523939804
ENSG00000100983,1788765.9415868672
ENSG00000100985,777530400.5270861
ENSG00000100987,416.15212038303673
ENSG00000100991,5865158.613406294
ENSG00000100994,19248765.020656634
ENSG00000100997,4557881.917920654
ENSG00000101000,485560857.47906995
ENSG00000101003,574143.0971272232
ENSG00000101004,10234825.845143639
ENSG00000101017,3067089.0704514347
ENSG00000101019,2599612.1134062926
ENSG00000101040,4250241.856771546
ENSG00000101049,12726.9730506156
ENSG00000101052,477436.41764705884
ENSG00000101057,11304848.11162791
ENSG00000101074,2121.4697674418603
ENSG00000101076,1686.563201094393
ENSG00000101079,1683192.839398085
ENSG00000101082,305661.3538987687
ENSG00000101084,11002343.973324211
ENSG00000101096,13431036.57688098
ENSG00000101098,80674.72352941177
ENSG00000101104,854610.7749658002
ENSG00000101109,3974564.133515731
ENSG00000101115,147100.34870041042
ENSG00000101126,24806397.441450067
ENSG00000101132,125310.16470588236
ENSG00000101134,1584016.4273597812
ENSG00000101138,592977.6170998634
ENSG00000101144,308541.3084815321
ENSG00000101146,882705.9053351575
ENSG00000101150,22438823.970588237
ENSG00000101152,11972967.632421343
ENSG00000101158,2935217.8303693584
ENSG00000101160,414490155.6614226
ENSG00000101161,8501257.592339257
ENSG00000101162,1104.6528043775654
ENSG00000101166,3078736.3009575917
ENSG00000101180,63.39261285909711
ENSG00000101181,1066524.573597811
ENSG00000101182,21660578.521614227
ENSG00000101187,1179341.7462380298
ENSG00000101188,10113153.610533515
ENSG00000101189,714025.1590971275
ENSG00000101190,328733.8480164158
ENSG00000101191,5026447.653214773
ENSG00000101193,3265457.4528043796
ENSG00000101194,473631.87086183316
ENSG00000101197,6108.903556771542
ENSG00000101198,146085.2986320109
ENSG00000101199,10262482.874418603
ENSG00000101200,7.568262653898751
ENSG00000101203,2080.6451436388506
ENSG00000101204,24044.399452804362
ENSG00000101210,38705218.35950754
ENSG00000101213,114780.95061559512
ENSG00000101216,350954.8439124488
ENSG00000101220,2027854.536935705
ENSG00000101222,16988.887688098494
ENSG00000101224,49267696.409439124
ENSG00000101230,3152856.068536252
ENSG00000101236,26752563.295212038
ENSG00000101246,1812036.8898768811
ENSG00000101247,102658.91545827631
ENSG00000101251,153.5377564979479
ENSG00000101255,1211561.8244870037
ENSG00000101265,7435496.908344738
ENSG00000101266,9509767.012859097
ENSG00000101276,118400.37441860461
ENSG00000101278,1454.1615595075239
ENSG00000101280,21226.43242134062
ENSG00000101282,168303.7566347469
ENSG00000101290,6036175.968809848
ENSG00000101292,4.696716826265391
ENSG00000101294,46649941.10041039
ENSG00000101298,179039.3867305061
ENSG00000101306,156370.11285909708
ENSG00000101307,226084.50396716822
ENSG00000101310,4346631.504377565
ENSG00000101311,313995.3976744187
ENSG00000101323,4.145143638850891
ENSG00000101327,30.31805745554035
ENSG00000101331,42953.992886456916
ENSG00000101333,448919.63775649783
ENSG00000101335,591609406.9428184
ENSG00000101336,3501034.321751026
ENSG00000101337,8929941.687688094
ENSG00000101342,29819.41244870042
ENSG00000101343,913212.1259917922
ENSG00000101346,11902172.305335162
ENSG00000101347,42419447.13009577
ENSG00000101349,206.50465116279057
ENSG00000101350,4385470.5559507515
ENSG00000101353,13955.381121751025
ENSG00000101361,16286984.739261279
ENSG00000101363,3599320.504514363
ENSG00000101365,1928629.5147742822
ENSG00000101367,11406202.046511626
ENSG00000101384,210005698.3206567
ENSG00000101391,259556.39083447322
ENSG00000101400,1134500.4826265385
ENSG00000101405,2448.293980848157
ENSG00000101407,840749.5392612859
ENSG00000101412,2361012.0876880987
ENSG00000101413,2366222.6363885086
ENSG00000101417,243550.72886456913
ENSG00000101421,15128236.53310534
ENSG00000101425,18632.484952120423
ENSG00000101435,0.10465116279069833
ENSG00000101438,22.23036935704515
ENSG00000101439,146483572.85690835
ENSG00000101440,1352.9805745554036
ENSG00000101441,2341.2202462380333
ENSG00000101442,68847.58632010943
ENSG00000101443,8829357.87045144
ENSG00000101444,30427606.69124488
ENSG00000101445,1297727.615868673
ENSG00000101446,0.4186046511627914
ENSG00000101447,3122838.8860465125
ENSG00000101448,233.68153214774318
ENSG00000101452,121954.25663474693
ENSG00000101457,359973.72763337893
ENSG00000101460,949239.224213407
ENSG00000101463,431748.9411764706
ENSG00000101464,494647.121751026
ENSG00000101470,19460.656771545815
ENSG00000101473,479230.3573187416
ENSG00000101474,14344186.488645686
ENSG00000101489,43470.94062927496
ENSG00000101493,2231387.7062927494
ENSG00000101542,6423.589192886456
ENSG00000101544,998006.6976744186
ENSG00000101546,381103.50095759233
ENSG00000101557,5200792.673597811
ENSG00000101558,21464583.352804378
ENSG00000101574,115812.4251709986
ENSG00000101577,4320483.351709986
ENSG00000101596,5870417.198495211
ENSG00000101605,353144.4262653899
ENSG00000101608,114262734.92749658
ENSG00000101624,38387.74186046513
ENSG00000101638,3231.4792065663482
ENSG00000101639,1335877.8638850893
ENSG00000101654,5203463.558002736
ENSG00000101665,2351817.517510259
ENSG00000101670,1050300.2982216142
ENSG00000101680,8154093.794391247
ENSG00000101695,130258.83242134069
ENSG00000101745,1552569.930095759
ENSG00000101746,135.96238030095773
ENSG00000101751,886220.8285909715
ENSG00000101752,8175672.592065662
ENSG00000101773,2102843.14377565
ENSG00000101782,6031841.212722302
ENSG00000101811,236376.11545827644
ENSG00000101812,7.968809849521188
ENSG00000101825,2133025398.0158696
ENSG00000101842,3533.7176470588233
ENSG00000101843,2326427.5683994526
ENSG00000101844,108233.30068399457
ENSG00000101846,2162324.1735978117
ENSG00000101849,1492589.4179206563
ENSG00000101850,5629038.206839943
ENSG00000101856,27404175.61477428
ENSG00000101868,333459.85991792066
ENSG00000101871,3915150.0712722307
ENSG00000101882,313842.24473324214
ENSG00000101883,261.8456908344732
ENSG00000101888,747616.7103967163
ENSG00000101890,517.7626538987688
ENSG00000101892,2779.4763337893214
ENSG00000101898,174.32298221614226
ENSG00000101901,312128.8180574555
ENSG00000101911,2120681.153625171
ENSG00000101916,390978.6834473324
ENSG00000101928,825024.5380300959
ENSG00000101935,3546499.4024623823
ENSG00000101938,427406780.7590972
ENSG00000101940,12361343.922298225
ENSG00000101945,279832.16415868665
ENSG00000101951,0
ENSG00000101955,11301253.246511627
ENSG00000101958,38.72024623803017
ENSG00000101966,2995601.217510261
ENSG00000101972,8366966.441039671
ENSG00000101974,4404768.635978113
ENSG00000101977,198729.5
ENSG00000101981,0
ENSG00000101986,1414726.6057455535
ENSG00000101997,280544.82147742825
ENSG00000102001,9729.502599179215
ENSG00000102003,129221.35212038309
ENSG00000102007,60597324.21833109
ENSG00000102010,4087.8155950752416
ENSG00000102021,6.8674418604651315
ENSG00000102024,700897851.0217512
ENSG00000102030,3718080.3945280453
ENSG00000102032,435149.4473324213
ENSG00000102034,12939423.39863201
ENSG00000102038,8726902.276880989
ENSG00000102043,960.7984952120378
ENSG00000102048,8805.099452804378
ENSG00000102053,63812.726265389865
